evidence_id,evidence_type,source_table,source_record_id,lot_id,event_time,tool_id,chamber_id,root_cause_id,is_shared_evidence,evidence_summary,evidence_payload
EVID_VARIANCE_EVENT_001,tool_event,synthetic_tool_events,EVT_VARIANCE_001,SYNV2_00027,2026-01-05 13:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,True,process_variability_warning,"{""alarm_code"":""ALARM_PROCESS_VARIABILITY"",""chamber_id"":""TOOL_07_CH_01"",""end_time"":""2026-01-05 13:30:00"",""event_id"":""EVT_VARIANCE_001"",""event_type"":""process_variability_warning"",""evidence_id"":""EVID_VARIANCE_EVENT_001"",""related_lot_id"":""SYNV2_00027"",""severity"":""medium"",""start_time"":""2026-01-05 13:00:00"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00477,synthetic_lot,synthetic_secom_v2,SYNV2_00477,SYNV2_00477,2026-03-21 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-21 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00477"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00477"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00504,synthetic_lot,synthetic_secom_v2,SYNV2_00504,SYNV2_00504,2026-03-26 02:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-26 02:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00504"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00504"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00536,synthetic_lot,synthetic_secom_v2,SYNV2_00536,SYNV2_00536,2026-03-31 10:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-31 10:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00536"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00536"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00538,synthetic_lot,synthetic_secom_v2,SYNV2_00538,SYNV2_00538,2026-03-31 18:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-31 18:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00538"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00538"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00552,synthetic_lot,synthetic_secom_v2,SYNV2_00552,SYNV2_00552,2026-04-03 02:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-03 02:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00552"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00552"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00553,synthetic_lot,synthetic_secom_v2,SYNV2_00553,SYNV2_00553,2026-04-03 06:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-03 06:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00553"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00553"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00577,synthetic_lot,synthetic_secom_v2,SYNV2_00577,SYNV2_00577,2026-04-07 06:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-07 06:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00577"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00577"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00588,synthetic_lot,synthetic_secom_v2,SYNV2_00588,SYNV2_00588,2026-04-09 02:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-09 02:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00588"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00588"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00603,synthetic_lot,synthetic_secom_v2,SYNV2_00603,SYNV2_00603,2026-04-11 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-11 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00603"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00603"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00615,synthetic_lot,synthetic_secom_v2,SYNV2_00615,SYNV2_00615,2026-04-13 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-13 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00615"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00615"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00621,synthetic_lot,synthetic_secom_v2,SYNV2_00621,SYNV2_00621,2026-04-14 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-14 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00621"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00621"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00678,synthetic_lot,synthetic_secom_v2,SYNV2_00678,SYNV2_00678,2026-04-24 02:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-24 02:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00678"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00678"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00717,synthetic_lot,synthetic_secom_v2,SYNV2_00717,SYNV2_00717,2026-04-30 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-30 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00717"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00717"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00721,synthetic_lot,synthetic_secom_v2,SYNV2_00721,SYNV2_00721,2026-05-01 06:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-01 06:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00721"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00721"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00723,synthetic_lot,synthetic_secom_v2,SYNV2_00723,SYNV2_00723,2026-05-01 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-01 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00723"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00723"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00759,synthetic_lot,synthetic_secom_v2,SYNV2_00759,SYNV2_00759,2026-05-07 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-07 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00759"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00759"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00775,synthetic_lot,synthetic_secom_v2,SYNV2_00775,SYNV2_00775,2026-05-10 06:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-10 06:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00775"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00775"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00795,synthetic_lot,synthetic_secom_v2,SYNV2_00795,SYNV2_00795,2026-05-13 14:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-13 14:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00795"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00795"",""tool_id"":""TOOL_07""}"
EVID_VARIANCE_SYNV2_00810,synthetic_lot,synthetic_secom_v2,SYNV2_00810,SYNV2_00810,2026-05-16 02:00:00,TOOL_07,TOOL_07_CH_01,RC_PROCESS_VARIABILITY,False,Synthetic variance_instability lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""variance_instability"",""chamber_id"":""TOOL_07_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-16 02:00:00"",""injected_sensor_columns"":""sensor_036;sensor_048;sensor_084;sensor_096;sensor_125;sensor_164;sensor_165;sensor_271;sensor_302;sensor_305;sensor_339;sensor_392;sensor_413;sensor_432;sensor_545;sensor_555"",""lot_id"":""SYNV2_00810"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PROCESS_VARIABILITY"",""synthetic_evidence_id"":""EVID_VARIANCE_SYNV2_00810"",""tool_id"":""TOOL_07""}"
