evidence_id,evidence_type,source_table,source_record_id,lot_id,event_time,tool_id,chamber_id,root_cause_id,is_shared_evidence,evidence_summary,evidence_payload
EVID_ALARM_ABRUPT_001,tool_event,synthetic_tool_events,EVT_ABRUPT_001,SYNV2_00001,,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,True,tool_alarm,"{""alarm_code"":""ALARM_PRESSURE_SHIFT"",""chamber_id"":""TOOL_02_CH_02"",""end_time"":""2026-01-01 04:30:00"",""event_id"":""EVT_ABRUPT_001"",""event_type"":""tool_alarm"",""evidence_id"":""EVID_ALARM_ABRUPT_001"",""related_lot_id"":""SYNV2_00001"",""severity"":""high"",""start_time"":""2026-01-01 04:00:00"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00312,synthetic_lot,synthetic_secom_v2,SYNV2_00312,SYNV2_00312,2026-02-22 02:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-02-22 02:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00312"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00312"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00325,synthetic_lot,synthetic_secom_v2,SYNV2_00325,SYNV2_00325,2026-02-24 06:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-02-24 06:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00325"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00325"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00343,synthetic_lot,synthetic_secom_v2,SYNV2_00343,SYNV2_00343,2026-02-27 06:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-02-27 06:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00343"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00343"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00349,synthetic_lot,synthetic_secom_v2,SYNV2_00349,SYNV2_00349,2026-02-28 06:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-02-28 06:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00349"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00349"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00352,synthetic_lot,synthetic_secom_v2,SYNV2_00352,SYNV2_00352,2026-02-28 18:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-02-28 18:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00352"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00352"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00378,synthetic_lot,synthetic_secom_v2,SYNV2_00378,SYNV2_00378,2026-03-05 02:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-05 02:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00378"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00378"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00386,synthetic_lot,synthetic_secom_v2,SYNV2_00386,SYNV2_00386,2026-03-06 10:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-06 10:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00386"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00386"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00389,synthetic_lot,synthetic_secom_v2,SYNV2_00389,SYNV2_00389,2026-03-06 22:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-06 22:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00389"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00389"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00421,synthetic_lot,synthetic_secom_v2,SYNV2_00421,SYNV2_00421,2026-03-12 06:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-12 06:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00421"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00421"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00428,synthetic_lot,synthetic_secom_v2,SYNV2_00428,SYNV2_00428,2026-03-13 10:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-13 10:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00428"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00428"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00441,synthetic_lot,synthetic_secom_v2,SYNV2_00441,SYNV2_00441,2026-03-15 14:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-15 14:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00441"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00441"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00450,synthetic_lot,synthetic_secom_v2,SYNV2_00450,SYNV2_00450,2026-03-17 02:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-17 02:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00450"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00450"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00474,synthetic_lot,synthetic_secom_v2,SYNV2_00474,SYNV2_00474,2026-03-21 02:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-21 02:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00474"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00474"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00491,synthetic_lot,synthetic_secom_v2,SYNV2_00491,SYNV2_00491,2026-03-23 22:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-23 22:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00491"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00491"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00505,synthetic_lot,synthetic_secom_v2,SYNV2_00505,SYNV2_00505,2026-03-26 06:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-26 06:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00505"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00505"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00515,synthetic_lot,synthetic_secom_v2,SYNV2_00515,SYNV2_00515,2026-03-27 22:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-27 22:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00515"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00515"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00520,synthetic_lot,synthetic_secom_v2,SYNV2_00520,SYNV2_00520,2026-03-28 18:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-28 18:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00520"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00520"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00532,synthetic_lot,synthetic_secom_v2,SYNV2_00532,SYNV2_00532,2026-03-30 18:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-03-30 18:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00532"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00532"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00542,synthetic_lot,synthetic_secom_v2,SYNV2_00542,SYNV2_00542,2026-04-01 10:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-04-01 10:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00542"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00542"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00547,synthetic_lot,synthetic_secom_v2,SYNV2_00547,SYNV2_00547,2026-04-02 06:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-04-02 06:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00547"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00547"",""tool_id"":""TOOL_02""}"
EVID_SHIFT_SYNV2_00574,synthetic_lot,synthetic_secom_v2,SYNV2_00574,SYNV2_00574,2026-04-06 18:00:00,TOOL_02,TOOL_02_CH_02,RC_PRESSURE_INSTABILITY,False,Synthetic abrupt mean-shift lot evidence; sensors=sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573; sigma=2.97844851275513.,"{""abrupt_shift_sigma"":""2.97844851275513"",""anomaly_mechanism"":""abrupt_mean_shift"",""chamber_id"":""TOOL_02_CH_02"",""event_time"":""2026-04-06 18:00:00"",""injected_sensor_columns"":""sensor_091;sensor_128;sensor_137;sensor_166;sensor_342;sensor_350;sensor_435;sensor_473;sensor_549;sensor_573"",""lot_id"":""SYNV2_00574"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_PRESSURE_INSTABILITY"",""synthetic_evidence_id"":""EVID_SHIFT_SYNV2_00574"",""tool_id"":""TOOL_02""}"
