evidence_id,evidence_type,source_table,source_record_id,lot_id,event_time,tool_id,chamber_id,root_cause_id,is_shared_evidence,evidence_summary,evidence_payload
EVID_MAINT_DELAY_GRADUAL_001,maintenance,synthetic_maintenance,MAINT_GRADUAL_001,SYNV2_00019,2026-01-04 06:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,True,Synthetic delayed-maintenance evidence; type=preventive_inspection; component=pressure_control_valve; delay_days=5; replacement_performed=False.,"{""chamber_id"":""TOOL_05_CH_02"",""component"":""pressure_control_valve"",""delay_days"":""5"",""evidence_id"":""EVID_MAINT_DELAY_GRADUAL_001"",""maintenance_id"":""MAINT_GRADUAL_001"",""maintenance_type"":""preventive_inspection"",""performed_at"":""2026-01-04 06:00:00"",""related_lot_id"":""SYNV2_00019"",""replacement_performed"":""False"",""scheduled_at"":""2025-12-30 06:00:00"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00398,synthetic_lot,synthetic_secom_v2,SYNV2_00398,SYNV2_00398,2026-03-08 10:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.5957446808510638"",""event_time"":""2026-03-08 10:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00398"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00398"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00402,synthetic_lot,synthetic_secom_v2,SYNV2_00402,SYNV2_00402,2026-03-09 02:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.6170212765957447"",""event_time"":""2026-03-09 02:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00402"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00402"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00405,synthetic_lot,synthetic_secom_v2,SYNV2_00405,SYNV2_00405,2026-03-09 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.6382978723404256"",""event_time"":""2026-03-09 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00405"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00405"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00416,synthetic_lot,synthetic_secom_v2,SYNV2_00416,SYNV2_00416,2026-03-11 10:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.6595744680851064"",""event_time"":""2026-03-11 10:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00416"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00416"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00447,synthetic_lot,synthetic_secom_v2,SYNV2_00447,SYNV2_00447,2026-03-16 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.6808510638297872"",""event_time"":""2026-03-16 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00447"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00447"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00448,synthetic_lot,synthetic_secom_v2,SYNV2_00448,SYNV2_00448,2026-03-16 18:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.7021276595744681"",""event_time"":""2026-03-16 18:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00448"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00448"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00521,synthetic_lot,synthetic_secom_v2,SYNV2_00521,SYNV2_00521,2026-03-28 22:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.723404255319149"",""event_time"":""2026-03-28 22:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00521"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00521"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00522,synthetic_lot,synthetic_secom_v2,SYNV2_00522,SYNV2_00522,2026-03-29 02:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.7446808510638298"",""event_time"":""2026-03-29 02:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00522"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00522"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00531,synthetic_lot,synthetic_secom_v2,SYNV2_00531,SYNV2_00531,2026-03-30 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.7659574468085106"",""event_time"":""2026-03-30 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00531"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00531"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00548,synthetic_lot,synthetic_secom_v2,SYNV2_00548,SYNV2_00548,2026-04-02 10:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.7872340425531915"",""event_time"":""2026-04-02 10:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00548"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00548"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00549,synthetic_lot,synthetic_secom_v2,SYNV2_00549,SYNV2_00549,2026-04-02 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.8085106382978724"",""event_time"":""2026-04-02 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00549"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00549"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00561,synthetic_lot,synthetic_secom_v2,SYNV2_00561,SYNV2_00561,2026-04-04 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.8297872340425532"",""event_time"":""2026-04-04 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00561"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00561"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00585,synthetic_lot,synthetic_secom_v2,SYNV2_00585,SYNV2_00585,2026-04-08 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.851063829787234"",""event_time"":""2026-04-08 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00585"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00585"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00610,synthetic_lot,synthetic_secom_v2,SYNV2_00610,SYNV2_00610,2026-04-12 18:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.8723404255319149"",""event_time"":""2026-04-12 18:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00610"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00610"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00634,synthetic_lot,synthetic_secom_v2,SYNV2_00634,SYNV2_00634,2026-04-16 18:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.8936170212765957"",""event_time"":""2026-04-16 18:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00634"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00634"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00643,synthetic_lot,synthetic_secom_v2,SYNV2_00643,SYNV2_00643,2026-04-18 06:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.9148936170212766"",""event_time"":""2026-04-18 06:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00643"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00643"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00648,synthetic_lot,synthetic_secom_v2,SYNV2_00648,SYNV2_00648,2026-04-19 02:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.9361702127659575"",""event_time"":""2026-04-19 02:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00648"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00648"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00669,synthetic_lot,synthetic_secom_v2,SYNV2_00669,SYNV2_00669,2026-04-22 14:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.9574468085106383"",""event_time"":""2026-04-22 14:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00669"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00669"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00670,synthetic_lot,synthetic_secom_v2,SYNV2_00670,SYNV2_00670,2026-04-22 18:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""0.9787234042553191"",""event_time"":""2026-04-22 18:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00670"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00670"",""tool_id"":""TOOL_05""}"
EVID_DEGRADATION_SYNV2_00684,synthetic_lot,synthetic_secom_v2,SYNV2_00684,SYNV2_00684,2026-04-25 02:00:00,TOOL_05,TOOL_05_CH_02,RC_COMPONENT_WEAR,False,Synthetic gradual_degradation lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""gradual_degradation"",""chamber_id"":""TOOL_05_CH_02"",""degradation_progress"":""1.0"",""event_time"":""2026-04-25 02:00:00"",""injected_sensor_columns"":""sensor_026;sensor_089;sensor_091;sensor_120;sensor_133;sensor_159;sensor_206;sensor_281;sensor_333;sensor_343;sensor_351;sensor_389;sensor_418;sensor_457;sensor_486;sensor_541;sensor_550"",""lot_id"":""SYNV2_00684"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_COMPONENT_WEAR"",""synthetic_evidence_id"":""EVID_DEGRADATION_SYNV2_00684"",""tool_id"":""TOOL_05""}"
