evidence_id,evidence_type,source_table,source_record_id,lot_id,event_time,tool_id,chamber_id,root_cause_id,is_shared_evidence,evidence_summary,evidence_payload
EVID_SENSOR_MISSING_BURST_SYNV2_00506,synthetic_lot,synthetic_secom_v2,SYNV2_00506,SYNV2_00506,2026-03-26 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-26 10:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00506"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00506"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00511,synthetic_lot,synthetic_secom_v2,SYNV2_00511,SYNV2_00511,2026-03-27 06:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-27 06:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00511"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00511"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00562,synthetic_lot,synthetic_secom_v2,SYNV2_00562,SYNV2_00562,2026-04-04 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-04 18:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00562"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00562"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00576,synthetic_lot,synthetic_secom_v2,SYNV2_00576,SYNV2_00576,2026-04-07 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-07 02:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00576"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00576"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00596,synthetic_lot,synthetic_secom_v2,SYNV2_00596,SYNV2_00596,2026-04-10 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-10 10:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00596"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00596"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00066,synthetic_lot,synthetic_secom_v2,SYNV2_00066,SYNV2_00066,2026-01-12 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-12 02:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00066"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00066"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00070,synthetic_lot,synthetic_secom_v2,SYNV2_00070,SYNV2_00070,2026-01-12 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-12 18:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00070"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00070"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00089,synthetic_lot,synthetic_secom_v2,SYNV2_00089,SYNV2_00089,2026-01-15 22:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-15 22:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00089"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00089"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00100,synthetic_lot,synthetic_secom_v2,SYNV2_00100,SYNV2_00100,2026-01-17 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-17 18:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00100"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00100"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00110,synthetic_lot,synthetic_secom_v2,SYNV2_00110,SYNV2_00110,2026-01-19 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-19 10:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00110"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00110"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00117,synthetic_lot,synthetic_secom_v2,SYNV2_00117,SYNV2_00117,2026-01-20 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-20 14:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00117"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00117"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00120,synthetic_lot,synthetic_secom_v2,SYNV2_00120,SYNV2_00120,2026-01-21 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-21 02:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00120"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00120"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00121,synthetic_lot,synthetic_secom_v2,SYNV2_00121,SYNV2_00121,2026-01-21 06:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-21 06:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00121"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00121"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00126,synthetic_lot,synthetic_secom_v2,SYNV2_00126,SYNV2_00126,2026-01-22 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-01-22 02:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00126"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00126"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00186,synthetic_lot,synthetic_secom_v2,SYNV2_00186,SYNV2_00186,2026-02-01 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-01 02:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00186"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00186"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00202,synthetic_lot,synthetic_secom_v2,SYNV2_00202,SYNV2_00202,2026-02-03 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-03 18:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00202"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00202"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_STUCK_AT_SYNV2_00207,synthetic_lot,synthetic_secom_v2,SYNV2_00207,SYNV2_00207,2026-02-04 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-04 14:00:00"",""injected_sensor_columns"":""sensor_084;sensor_456"",""lot_id"":""SYNV2_00207"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_STUCK_AT_SYNV2_00207"",""tool_id"":""TOOL_06""}"
