lot_id,event_time,tool_id,chamber_id,recipe_id,product_family,is_synthetic_anomaly,anomaly_mechanism,root_cause_id,synthetic_evidence_id,is_contextual_control,contextual_pair_id,contextual_expected_status,contextual_normal_recipe,contextual_anomalous_recipe,contextual_sensor_columns,recipe_context_evidence_id
SYNV2_01149,2026-07-11 14:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_031,0,CTX_PAIR_031,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_031
SYNV2_00410,2026-03-10 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,LOGIC,0,none,none,,1,CTX_PAIR_031,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_031
SYNV2_01161,2026-07-13 14:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MEMORY,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_032,0,CTX_PAIR_032,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_032
SYNV2_00415,2026-03-11 06:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MEMORY,0,none,none,,1,CTX_PAIR_032,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_032
SYNV2_01162,2026-07-13 18:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_033,0,CTX_PAIR_033,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_033
SYNV2_00427,2026-03-13 06:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_033,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_033
SYNV2_01177,2026-07-16 06:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,LOGIC,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_034,0,CTX_PAIR_034,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_034
SYNV2_00440,2026-03-15 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,LOGIC,0,none,none,,1,CTX_PAIR_034,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_034
SYNV2_01185,2026-07-17 14:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,LOGIC,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_035,0,CTX_PAIR_035,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_035
SYNV2_00446,2026-03-16 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,LOGIC,0,none,none,,1,CTX_PAIR_035,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_035
SYNV2_01246,2026-07-27 18:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_036,0,CTX_PAIR_036,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_036
SYNV2_00473,2026-03-20 22:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MEMORY,0,none,none,,1,CTX_PAIR_036,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_036
SYNV2_01262,2026-07-30 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MEMORY,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_037,0,CTX_PAIR_037,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_037
SYNV2_00508,2026-03-26 18:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_037,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_037
SYNV2_01284,2026-08-03 02:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MEMORY,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_038,0,CTX_PAIR_038,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_038
SYNV2_00512,2026-03-27 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_038,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_038
SYNV2_01287,2026-08-03 14:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_039,0,CTX_PAIR_039,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_039
SYNV2_00525,2026-03-29 14:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_039,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_039
SYNV2_01298,2026-08-05 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MEMORY,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_040,0,CTX_PAIR_040,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_040
SYNV2_00527,2026-03-29 22:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_040,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_040
SYNV2_01308,2026-08-07 02:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,LOGIC,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_041,0,CTX_PAIR_041,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_041
SYNV2_00533,2026-03-30 22:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,LOGIC,0,none,none,,1,CTX_PAIR_041,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_041
SYNV2_01347,2026-08-13 14:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_042,0,CTX_PAIR_042,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_042
SYNV2_00589,2026-04-09 06:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_042,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_042
SYNV2_01348,2026-08-13 18:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_043,0,CTX_PAIR_043,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_043
SYNV2_00594,2026-04-10 02:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,LOGIC,0,none,none,,1,CTX_PAIR_043,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_043
SYNV2_01356,2026-08-15 02:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_044,0,CTX_PAIR_044,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_044
SYNV2_00601,2026-04-11 06:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MEMORY,0,none,none,,1,CTX_PAIR_044,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_044
SYNV2_01364,2026-08-16 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_045,0,CTX_PAIR_045,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_045
SYNV2_00662,2026-04-21 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_045,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_045
SYNV2_01374,2026-08-18 02:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,LOGIC,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_046,0,CTX_PAIR_046,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_046
SYNV2_00674,2026-04-23 10:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,LOGIC,0,none,none,,1,CTX_PAIR_046,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_046
SYNV2_01396,2026-08-21 18:00:00,TOOL_04,TOOL_04_CH_01,RCP_B,MIXED_SIGNAL,1,contextual_anomaly,RC_RECIPE_CONTEXT_MISMATCH,EVID_CONTEXT_ANOMALY_CTX_PAIR_047,0,CTX_PAIR_047,anomalous,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_ANOMALY_CTX_PAIR_047
SYNV2_00695,2026-04-26 22:00:00,TOOL_04,TOOL_04_CH_01,RCP_A,MIXED_SIGNAL,0,none,none,,1,CTX_PAIR_047,normal,RCP_A,RCP_B,sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489,EVID_CONTEXT_CONTROL_CTX_PAIR_047
